ID,Name,City,Country,IATA,ICAO,LAT,LONG,,,,,,
11010,Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI,31.8603990000,-86.0121010000,398,-5,A,,airport,OurAirports
11011,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,,KSCD,33.1717987061,-86.3054962158,569.00,-5,A,,airport,OurAirports
11012,Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN,31.2996997800,-85.8999023400,361,-5,A,,airport,OurAirports
11017,Ryan Field,Tucson,United States,,KRYN,32.1422004700,-111.1750030518,2417.00,-7,A,,airport,OurAirports
11022,Thomas C Russell Field,Alexander City,United States,ALX,KALX,32.9146995544,-85.9629974365,686,-5,A,,airport,OurAirports
11035,Meriden Markham Municipal Airport,Meriden,United States,,KMMK,41.5087013245,-72.8294982910,103.00,-5,A,,airport,OurAirports
11067,Ridgely Airpark,Ridgely,United States,,KRJD,38.9701004028,-75.8663024902,64.00,-5,A,,airport,OurAirports
11068,New Castle Henry Co. Municipal Airport,New Castle,United States,,KUWL,39.8759002700,-85.3264999400,1088.00,-4,A,,airport,OurAirports
11069,Scott City Municipal Airport,Scott City,United States,,KTQK,38.4743003845,-100.8850021362,2963.00,-5,A,,airport,OurAirports
11070,Brewster Field,Holdredge,United States,HDE,KHDE,40.4520990000,-99.3365020000,2313,-5,A,,airport,OurAirports
11071,Pratt Regional Airport,Pratt,United States,PTT,KPTT,37.7015991200,-98.7469024700,1953,-5,A,,airport,OurAirports
11073,Wahoo Municipal Airport,Wahoo,United States,,KAHQ,41.2412986755,-96.5940017700,1224.00,-5,A,,airport,OurAirports
11074,Jim Kelly Field,Lexington,United States,LXN,KLXN,40.7910003662,-99.7772979736,2413,-5,A,,airport,OurAirports
11075,Sublette Municipal Airport,Sublette,United States,,K19S,37.4914016700,-100.8300018000,2908.00,-5,A,,airport,OurAirports
11076,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.2592010498,-95.7605972290,1253,-5,A,,airport,OurAirports
11077,Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,40.5281982422,-86.0589981079,830,-4,A,,airport,OurAirports
11078,Neodesha Municipal Airport,Neodesha,United States,,K2K7,37.4353981018,-95.6461029053,841.00,-5,A,,airport,OurAirports
11079,King Ranch Airport,Sutton,United States,,AK59,61.7956008911,-148.3549957275,1350.00,-8,A,,airport,OurAirports
11080,Elkhart Morton County Airport,Elkhart,United States,,KEHA,37.0007020000,-101.8799970000,3622.00,-5,A,,airport,OurAirports
11081,Front Range Airport,Denver,United States,,KFTG,39.7853012085,-104.5429992676,5512.00,-6,A,,airport,OurAirports
11082,Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,40.9379997253,-90.4310989380,764,-5,A,,airport,OurAirports
11084,Guymon Municipal Airport,Guymon,United States,GUY,KGUY,36.6851005554,-101.5080032350,3123,-5,A,,airport,OurAirports
11086,Meade Municipal Airport,Meade,United States,,KMEJ,37.2769012451,-100.3560028076,2529.00,-5,A,,airport,OurAirports
11087,Turkey Mountain Estates Airport,Shell Knob,United States,,MO00,36.5917015076,-93.6669006348,1000.00,-5,A,,airport,OurAirports
11088,Ulysses Airport,Ulysses,United States,,KULS,37.6040000900,-101.3740005000,3071.00,-5,A,,airport,OurAirports
11089,Flagler Aerial Spraying Inc Airport,Flagler,United States,,CO00,39.2799987793,-103.0670013428,4945.00,-6,A,,airport,OurAirports
11090,Independence Municipal Airport,Independence,United States,IDP,KIDP,37.1584014893,-95.7783966064,825,-5,A,,airport,OurAirports
11091,Augusta Municipal Airport,Augusta,United States,,K3AU,37.6716003418,-97.0779037476,1328.00,-5,A,,airport,OurAirports
11092,Larned Pawnee County Airport,Larned,United States,,KLQR,38.2085990900,-99.0859985400,2012.00,-5,A,,airport,OurAirports
11093,Lampasas Airport,Lampasas,United States,,KLZZ,31.1061992645,-98.1958999634,1215.00,-5,A,,airport,OurAirports
11094,Bay City Municipal Airport,Bay City,United States,BBC,KBYY,28.9733009338,-95.8635025024,45,-5,A,,airport,OurAirports
11095,Cox Field,Paris,United States,PRX,KPRX,33.6366004944,-95.4507980347,547,-5,A,,airport,OurAirports
11096,Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,37.0940017700,-95.5718994141,754,-5,A,,airport,OurAirports
11097,The Farm Airport,Summit,United States,,24SC,33.9357986450,-81.4297027588,580.00,-4,A,,airport,OurAirports
11098,Greeleyâ€“Weld County Airport,Greeley,United States,GXY,KGXY,40.4374008179,-104.6330032350,4697,-7,A,,airport,OurAirports
11099,General Dewitt Spain Airport,Memphis,United States,,KM01,35.2006988500,-90.0540008500,225.00,-4,A,,airport,OurAirports
11100,Oryol Yuzhny Airport,Oakley,United States,OEL,UUOR,52.9347000122,36.0022010803,656,-5,A,,airport,OurAirports
11101,Fremont Municipal Airport,Fremont,United States,FET,KFET,41.4491004900,-96.5202026400,1204,-5,A,,airport,OurAirports
11102,La Grande/Union County Airport,La Grande,United States,LGD,KLGD,45.2901992798,-118.0070037840,2717,-7,A,,airport,OurAirports
11110,Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO,KMPO,41.1375030000,-75.3788970000,1915,-5,A,,airport,OurAirports
11111,Quakertown Airport,Quakertown,United States,UKT,KUKT,40.4351997375,-75.3818969727,526,-5,A,,airport,OurAirports
11131,Banning Municipal Airport,Banning,United States,BNG,KBNG,33.9230995178,-116.8509979250,2219,-8,A,,airport,OurAirports
11134,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK,KOFK,41.9855003357,-97.4350967407,1573,-6,A,,airport,OurAirports
11141,Arlington Municipal Airport,Arlington,United States,,KAWO,48.1607017500,-122.1589966000,142.00,-8,A,,airport,OurAirports
11153,Peter O Knight Airport,Tampa,United States,TPF,KTPF,27.9155998230,-82.4493026733,8,-5,U,,airport,OurAirports
11243,Montauk Airport,Montauk,United States,MTP,KMTP,41.0765000000,-71.9207970000,6,-4,A,,airport,OurAirports
11255,Porter County Municipal Airport,Valparaiso IN,United States,VPZ,KVPZ,41.4539985700,-87.0071029700,770,-5,A,,airport,OurAirports
11299,Mason County Airport,Ludington,United States,LDM,KLDM,43.9625015300,-86.4078979500,646,-5,A,,airport,OurAirports
11312,Reid-Hillview Airport of Santa Clara County,San Jose,United States,RHV,KRHV,37.3329010010,-121.8190002440,135,8,A,,airport,OurAirports
11438,Camarillo Airport,Camarillo - CA,United States,,KCMA,34.2136993408,-119.0940017700,77.00,-8,A,,airport,OurAirports
11638,Watsonville Municipal Airport,Watsonville,United States,WVI,KWVI,36.9356994629,-121.7900009160,163,-8,A,,airport,OurAirports
11648,Hollister Municipal Airport,Hollister,United States,HLI,KCVH,36.8932991028,-121.4100036620,230,-8,A,,airport,OurAirports
11649,Williamsburg Jamestown Airport,Williamsburg,United States,,KJGG,37.2392005920,-76.7161026001,49.00,-5,A,,airport,OurAirports
11742,Union County Airport,Marysville,United States,,KMRT,40.2247009277,-83.3516006470,1021.00,-5,A,,airport,OurAirports
11814,St Louis Regional Airport,Alton/St Louis,United States,ALN,KALN,38.8903007507,-90.0459976196,544,,,,airport,OurAirports
11815,Chandler Field,Alexandria,United States,AXN,KAXN,45.8662986755,-95.3946990967,1425,,,,airport,OurAirports
11816,Columbus Municipal Airport,Columbus,United States,CLU,KBAK,39.2619018555,-85.8963012695,656,,,,airport,OurAirports
11817,Curtis Field,Brady,United States,BBD,KBBD,31.1793003082,-99.3238983154,1827,,,,airport,OurAirports
11818,Eastern Sierra Regional Airport,Bishop,United States,BIH,KBIH,37.3731002808,-118.3639984130,4124,,,,airport,OurAirports
11819,Baker City Municipal Airport,Baker City,United States,BKE,KBKE,44.8372993469,-117.8089981080,3373,,,,airport,OurAirports
11820,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.5850982700,-110.1110001000,6990,,,,airport,OurAirports
11821,Ozark Regional Airport,Mountain Home,United States,WMH,KBPK,36.3689002991,-92.4704971313,928,,,,airport,OurAirports
11822,W K Kellogg Airport,Battle Creek,United States,BTL,KBTL,42.3073005676,-85.2515029907,952,,,,airport,OurAirports
11823,Burley Municipal Airport,Burley,United States,BYI,KBYI,42.5425987244,-113.7720031740,4150,,,,airport,OurAirports
11824,Northeast Iowa Regional Airport,Charles City,United States,CCY,KCCY,43.0726013184,-92.6108016968,1125,,,,airport,OurAirports
11825,Chanute Martin Johnson Airport,Chanute,United States,CNU,KCNU,37.6688003540,-95.4850997925,1002,,,,airport,OurAirports
11826,Jacksonville Executive at Craig Airport,Jacksonville,United States,CRG,KCRG,30.3362998962,-81.5143966675,41,,,,airport,OurAirports
11827,Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.9513015747,-85.0849990845,1881,,,,airport,OurAirports
11828,Davison Army Air Field,Fort Belvoir,United States,DAA,KDAA,38.7150001526,-77.1809997559,73,,,,airport,OurAirports
11829,Barstow Daggett Airport,Daggett,United States,DAG,KDAG,34.8536987300,-116.7870026000,1930,,,,airport,OurAirports
11830,Deming Municipal Airport,Deming,United States,DMN,KDMN,32.2622985840,-107.7210006710,4314,,,,airport,OurAirports
11831,Desert Rock Airport,Mercury,United States,DRA,KDRA,36.6194000000,-116.0329970000,3314,,,,airport,OurAirports
11832,Needles Airport,Needles,United States,EED,KEED,34.7663002014,-114.6230010990,983,,,,airport,OurAirports
11833,Duke Field,Crestview,United States,EGI,KEGI,30.6504001600,-86.5229034400,191,,,,airport,OurAirports
11834,Murray Field,Eureka,United States,EKA,KEKA,40.8033981323,-124.1129989620,7,,,,airport,OurAirports
11835,San Marcos Regional Airport,San Marcos,United States,,KHYI,29.8927000000,-97.8629990000,597.00,,,,airport,OurAirports
11836,Sawyer County Airport,Hayward,United States,HYR,KHYR,46.0251998901,-91.4442977905,1216,,,,airport,OurAirports
11837,Kimble County Airport,Junction,United States,JCT,KJCT,30.5112991333,-99.7634963989,1749,,,,airport,OurAirports
11838,Monticello Municipal Ellis Field,Monticello,United States,,KLLQ,33.6385994000,-91.7509994500,270.00,,,,airport,OurAirports
11839,Derby Field,Lovelock,United States,LOL,KLOL,40.0663986206,-118.5650024410,3904,,,,airport,OurAirports
11840,Mobridge Municipal Airport,Mobridge,United States,MBG,KMBG,45.5465011600,-100.4079971000,1716,,,,airport,OurAirports
11841,Mc Comb/Pike County Airport/John E Lewis Field,Mc Comb,United States,MCB,KMCB,31.1784992200,-90.4719009400,413,,,,airport,OurAirports
11842,Southern Illinois Airport,Carbondale/Murphysboro,United States,MDH,KMDH,37.7780990601,-89.2519989014,411,,,,airport,OurAirports
11843,Mc Entire Joint National Guard Base,Eastover,United States,MMT,KMMT,33.9207992600,-80.8013000500,254,,,,airport,OurAirports
11844,Brunswick Executive Airport,Brunswick,United States,NHZ,KNHZ,43.8922004700,-69.9385986300,72,,,,airport,OurAirports
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.3910999300,-81.4246978800,15,,,,airport,OurAirports
11846,Orangeburg Municipal Airport,Orangeburg,United States,OGB,KOGB,33.4567985535,-80.8594970703,195,,,,airport,OurAirports
11847,Columbus Municipal Airport,Columbus,United States,,KOLU,41.4480018600,-97.3425979600,1447.00,,,,airport,OurAirports
11848,Ottumwa Regional Airport,Ottumwa,United States,OTM,KOTM,41.1066017200,-92.4478988600,845,,,,airport,OurAirports
11849,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,OZR,KOZR,31.2756996200,-85.7134017900,301,,,,airport,OurAirports
11850,Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.7955017100,-109.8069992000,7102,,,,airport,OurAirports
11851,Dutchess County Airport,Poughkeepsie,United States,POU,KPOU,41.6265983582,-73.8842010498,165,,,,airport,OurAirports
11852,New Richmond Regional Airport,New Richmond,United States,,KRNH,45.1483001700,-92.5381012000,998.00,,,,airport,OurAirports
11853,Russell Municipal Airport,Russell,United States,RSL,KRSL,38.8721008301,-98.8117980957,1862,,,,airport,OurAirports
11854,Redwood Falls Municipal Airport,Redwood Falls,United States,RWF,KRWF,44.5471992500,-95.0822982800,1024,,,,airport,OurAirports
11855,Salinas Municipal Airport,Salinas,United States,SNS,KSNS,36.6627998352,-121.6060028076,85,,,,airport,OurAirports
11856,Sonora Municipal Airport,Sonora,United States,,KSOA,30.5856990814,-100.6490020752,2140.00,,,,airport,OurAirports
11857,Saline County Regional Airport,Benton,United States,,KSUZ,34.5905990600,-92.4794006300,390.00,,,,airport,OurAirports
11858,Tonopah Airport,Tonopah,United States,TPH,KTPH,38.0601997400,-117.0869980000,5430,,,,airport,OurAirports
11859,Aurora State Airport,Aurora,United States,,KUAO,45.2471008301,-122.7699966431,200.00,,,,airport,OurAirports
11860,Ukiah Municipal Airport,Ukiah,United States,UKI,KUKI,39.1259994507,-123.2009963989,614,,,,airport,OurAirports
11861,University Oxford Airport,Oxford,United States,UOX,KUOX,34.3843002319,-89.5367965698,452,,,,airport,OurAirports
11862,Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.7469005585,-95.5871963501,363,,,,airport,OurAirports
11863,Miller Field,Valentine,United States,VTN,KVTN,42.8577995300,-100.5479965000,2596,,,,airport,OurAirports
11864,Winnemucca Municipal Airport,Winnemucca,United States,WMC,KWMC,40.8965988159,-117.8059997560,4308,,,,airport,OurAirports
11865,West Woodward Airport,Woodward,United States,WWR,KWWR,36.4380000000,-99.5226667000,2189,,,,airport,OurAirports
11866,Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,,KXMR,28.4675998688,-80.5665969849,10.00,,,,airport,OurAirports
11867,Homey (Area 51) Airport,Groom Lake,United States,,KXTA,37.2350006104,-115.8109970093,4462.00,,,,airport,OurAirports
11868,Zanesville Municipal Airport,Zanesville,United States,ZZV,KZZV,39.9444007874,-81.8920974731,900,,,,airport,OurAirports
11918,Nenana Municipal Airport,Nenana,United States,ENN,PANN,64.5473022461,-149.0740051270,362,,,,airport,OurAirports
11919,Wasilla Airport,Wasilla,United States,WWA,PAWS,61.5717010498,-149.5399932860,354,,,,airport,OurAirports
12185,Tracy Municipal Airport,Tracy,United States,,KTCY,37.6889991760,-121.4420013428,193.00,-8,A,,airport,OurAirports
12469,Bolton Field,Columbus,United States,,KTZR,39.9011993408,-83.1369018555,905.00,4,A,,airport,OurAirports
12528,Skagit Regional Airport,Skagit,United States,MVW,KBVS,48.4709014893,-122.4209976200,144,-8,A,,airport,OurAirports
12672,Marion County Brown Field,Jasper,United States,APT,KAPT,35.0606990000,-85.5852970000,641,-5,A,,airport,OurAirports
12673,Evergreen Regional Airport/Middleton Field,Evergreen,United States,,KGZH,31.4158000000,-87.0439990000,259.00,-6,A,,airport,OurAirports
12675,Pryor Field Regional Airport,Decatur,United States,DCU,KDCU,34.6526985168,-86.9453964233,592,-6,A,,airport,OurAirports
12676,Glasgow Municipal Airport,Glasgow,United States,GLW,KGLW,37.0317993200,-85.9536972000,716,-6,A,,airport,OurAirports
12796,Danielson Airport,Danielson,United States,,KLZD,41.8196983337,-71.9010009766,238.00,-5,A,,airport,OurAirports
12856,Clearfield Lawrence Airport,Clearfield,United States,,KFIG,41.0485992432,-78.4131011963,1516.00,-5,A,,airport,OurAirports
12873,Jasper County Airport,Rensselaer,United States,RNZ,KRZL,40.9478988647,-87.1826019287,698,-5,A,,airport,OurAirports
12950,Statesboro Bulloch County Airport,Statesboro,United States,TBR,KTBR,32.4827003479,-81.7369003296,187,-5,A,,airport,OurAirports
13016,New Smyrna Beach Municipal Airport,New Smyrna Beach,United States,,KEVB,29.0557003021,-80.9488983154,10.00,-5,A,,airport,OurAirports
13018,Las Vegas Helicopters Heliport,Las vegas,United States,,NV03,36.1081008911,-115.1740036011,2133.00,-8,A,,airport,OurAirports
13072,Iowa County Airport,MINERAL POINT,United States,,KMRJ,42.8867990000,-90.2361980000,1171.00,-5,A,,airport,OurAirports
13074,West Bend Municipal Airport,WEST BEND,United States,ETB,KETB,43.4221992493,-88.1278991699,887,-5,A,,airport,OurAirports
13075,Gaylord Regional Airport,GAYLORD,United States,GLR,KGLR,45.0135002136,-84.7035980225,1328,-4,A,,airport,OurAirports
13077,Anderson Municipal Darlington Field,ANDERSON,United States,AID,KAID,40.1086006165,-85.6129989624,919,-4,A,,airport,OurAirports
13080,Prairie Du Chien Municipal Airport,Prairie du Chien,United States,PCD,KPDC,43.0192985535,-91.1237030029,661,-6,A,,airport,OurAirports
13098,Air Orlando Heliport,Orlando,United States,,2FD7,28.4356002808,-81.4730987549,120.00,-5,A,,airport,OurAirports
13123,Stanly County Airport,Albemarle,United States,,KVUJ,35.4166984558,-80.1508026123,609.00,-4,A,,airport,OurAirports
13124,Davidson County Airport,Lexington,United States,,KEXX,35.7811012268,-80.3038024902,733.00,-4,A,,airport,OurAirports
13126,Windwood Fly-In Resort Airport,Davis,United States,,WV62,39.0550994873,-79.4313964844,3210.00,-4,A,,airport,OurAirports
13127,Lathan Strip,Mocksville,United States,,5NC2,34.8763008118,-80.6192016602,575.00,-4,A,,airport,OurAirports
13130,Double Eagle II Airport,Albuquerque,United States,,KAEG,35.1451988220,-106.7949981689,5837.00,-6,A,,airport,OurAirports
13131,Socorro Municipal Airport,Socorro,United States,,KONM,34.0224990845,-106.9029998779,4875.00,-6,A,,airport,OurAirports
13135,Bentonville Municipal-Louise M Thaden Field,Bentonville,United States,,KVBT,36.3456993100,-94.2192993200,1296.00,-5,A,,airport,OurAirports
13137,Blue Ridge Airport,Martinsville,United States,,KMTV,36.6306991577,-80.0183029175,941.00,-4,A,,airport,OurAirports
13138,Mount Airy Surry County Airport,Mount Airy,United States,,KMWK,36.4597015400,-80.5530014000,1249.00,-4,A,,airport,OurAirports
13139,Taos Regional Airport,Taos,United States,TSM,KSKX,36.4581985500,-105.6719971000,7095,-6,A,,airport,OurAirports
13142,Raton Municipal-Crews Field,Raton,United States,RTN,KRTN,36.7415008500,-104.5019989000,6352,-6,A,,airport,OurAirports
13144,Rusk County Airport,Ladysmith,United States,,KRCX,45.4967994690,-91.0005035400,1238.00,-5,A,,airport,OurAirports
13154,Perry Lefors Field,Pampa,United States,PPA,KPPA,35.6129989624,-100.9960021973,3245,-5,A,,airport,OurAirports
13155,William R. Pogue Municipal Airport,Sand Springs,United States,,KOWP,36.1753006000,-96.1518020600,892.00,-5,A,,airport,OurAirports
13156,Marion County Regional Airport,Flippin,United States,FLP,KFLP,36.2909011800,-92.5903015100,719,-5,A,,airport,OurAirports
