ModelCode,ModelName
056130E,PITTS S-1-11B
056130F,PIETENPOL
056130G,S2S
056130H,SCORPION II
056130I,LANCAIR IV-P
056130J,RUTAN VARI-EZIE
056130K,LANCAIR IV
056130L,VANS RV-4
056130M,RV-9A
056130N,RV-8
056130O,S-18T
056130P,MERLIN
056130Q,JET EXEC
056130R,WAR F4U CORSAIR
056130S,VANS RV6A
056130T,P-RC
056130U,COMP AIR 6
056130V,RV6A
056130W,ZENITH 601 HDS
056130X,BOBCAT
056130Y,RV-8A
056130Z,RV-8
0561310,PAZMANY PL-1
0561311,DA-5
0561312,PAZMANY PL-2
0561313,CVJETKOVIC CA-65
0561314,WHEEL-AIRE W-100
0561315,SPECIAL-LL1
0561316,STEWART S-51B
0561317,JEE-TWO JE-2
0561318,S-2
0561319,CHECKMATE
056131A,AIRPLANE
056131B,RV-8
056131C,VANS RV-8
056131D,FISHER CELEBRITY
056131E,RANS S-16
056131F,ZODIAC 601HD
056131G,T BIRD II
056131H,VELOCITY XL-RG
056131I,FERGY FII B
056131J,CHALLENGER 2 PLACE
056131K,SMITH CUB
056131L,BOWER'S FLY BABY
056131M,HEATH V-STRUT
056131N,CIZEK 5
056131O,MURPHY RENEGADE
056131P,RV-9A
056131Q,N/A
056131R,VARI-EZE
056131S,CORBIN JUNIOR ACE
056131T,RV-9
056131U,KITFOX SERIES 7
056131V,GLASSAIR SPR II S FT
056131W,EAGLE BIPLANE II
056131X,AVERY JA-5
056131Y,RV6A
056131Z,ULTRAPUP
0561320,DAVIS DA2A
0561321,CAVALIER SA102.5
0561322,PACER-ONE MODEL-J
0561323,PAZMANY PL-2
0561324,SPEZIO DAL-1
0561325,STANWALT CA-65
0561326,DAVIS DA-2A
0561327,SPEZIO DAL-1
0561328,SIROCCO MJ5-K2
0561329,1928 MONOCOUPE 70
056132A,PJ-260
056132B,HAWK A
056132C,SNOOP 11
056132D,RV4
056132E,AVID FLYER I
056132F,BARANZA
056132G,FATBAT
056132H,JETWING
056132I,BEARHAWK
056132J,BARRACUDA
056132K,JET WING
056132L,WIDGIT
056132M,S-14
056132N,ST-1
056132O,GREGA GN-1
056132P,PAZMANY PL-1
056132Q,BULLET
056132R,SKY BABY
056132S,STARR
056132T,RV-4J
056132U,HANSEN SOLUTION
056132V,L-10
056132W,CAUDRON G-3
056132X,POLTERGEIST I
056132Y,R.A.C.E. SPECIAL
056132Z,TERATORN TIERRA
0561330,SPEZIO SPORT
0561331,CAVALIER 102.5
0561332,DAVIS DA-2A
0561333,DAVIS DA-3
0561334,DA-2A
0561335,HOMEBUILT MOD.1
0561336,PAZMANY PL-2-245
0561337,SPEZIO SPORT
0561338,TROPIC BIRD
0561339,BERYL
056133A,SUN RAY 100
056133B,CLIPPED WING CUB
056133C,POLLIWAGEN
056133D,TKD BATHTUB
056133E,FUNAIR 3
056133F,CAROUSEL 1
056133G,BEAR A
056133H,VON BERG VIP
056133I,SA-29
056133J,TEMAN MONOFLY
056133K,ACCIPITER 200
056133L,BAR-1
056133M,GALLOWAY XTC
056133N,FLASH GYROPLANE
056133O,MIDGET MUSTANG
056133P,SCANLAN SG-1A GLIDER
056133Q,LM-1
056133R,CATTO ACRO X
056133S,RV-4
056133T,SKY TRACTOR 3
056133U,MOHAWK-Z
056133V,SNOOP II
056133W,SKYRIDER
056133X,SPEZIO SPORT DAL-1
056133Y,SNAPPY 1
056133Z,KITFOX MODEL 4-1200
0561340,HAWK 304
0561341,SPEZIO SPORT CB-2
0561342,SPEZIO SPORT DAL-1
0561343,CVJETKOVIC
0561344,PAZMANY PL-2
0561345,MINICAB HAWK BM4
0561346,CAVALIER SA102.5
0561347,DAVIS DA-2A
0561348,JJ SPECIAL
0561349,MODEL 4
056134A,DUCE
056134B,FRIGATE II
056134C,SNOOP II
056134D,MANTA FOXBAT
056134E,RANGER HR 101
056134F,SAFARI 101
056134G,POLLIWAGEN
056134H,BZR-2
056134I,RANS S12LX
056134J,CD-2
056134K,STEPCHILD 22
056134L,XW21 GOLDEN ORIOLE
056134M,77 FGR II
056134N,SPEZIO SPORT TUHOLER
056134O,RV-9A
056134P,SNOOP II
056134Q,BETA BIRD
056134R,SOUTHERN COMFORT
056134S,ESPRIT S2
056134T,GLANVILLE SKYMASTER
056134U,BA-111
056134V,SHAMA A
056134W,EHW-2
056134X,CUBBER II
056134Y,POLLIWAGEN
056134Z,AVID FLYER
0561350,MODEL-3
0561351,SPEZIO DAL-1
0561352,CA-65
0561353,PL-1
0561354,SPEZIO SPORT
0561355,CAVALIER SA102
0561356,SPEZIO DAL-1
0561357,PL-2
0561358,CAVALIER SA 102.5
0561359,CA-65
056135A,MINICAB GY-20
056135B,STARFLIGHT DBL 1000
056135C,G-12
056135D,XP-23 HAWK
056135E,G B DEUCE
056135F,SEA HAWK
056135G,SUPERFLITE 440
056135H,DRIFTER
056135I,RV-6A
056135J,AVID FLYER
056135K,POLLIWAGEN
056135L,COOT-A
056135M,SKYBOLT
056135N,AVID FLYER
056135O,RV6A
056135P,SHRIKE
056135Q,FIBERBIRD XP1
056135R,SPARROW
056135S,AVID FLYER
056135T,JC-1
056135U,SKYRANGER SC
056135V,AIRPLANE
056135W,TURNER XC
056135X,TURNER DBL
056135Y,BLISS COMMANDO P-1
056135Z,JURCA SIROCCO
0561360,CVJETKOVIC CA-65
0561361,FIREFLY
0561362,SPEZIO SPORT DAL-1
0561363,CAVALIER SA102.5
0561364,S-51-D
0561365,VAN RV-6
0561366,SIMPLEX L-2 MODIFIED
0561367,SPEZIO SPORT
0561368,SPEZIO TUHOLER
0561369,SPEZIO SPORT DAL-1
056136A,YANKEE SPIRIT
056136B,115-6.85
056136C,LF-1
056136D,SPEC # 2
056136E,JUNGSTER 1YJ01
056136F,FOCKE-WULF FW 190
056136G,ROYAL T
056136H,CAVALIER 102.5
056136I,ANTARES MA-32
056136J,RB-1
056136K,SKYHOPPER
056136L,HM293
056136M,POLLIWAGEN
056136N,DS-1
056136O,RV-8
056136P,DBL AIRPLANE
056136Q,MODEL 1A
056136R,AVID FLYER I
056136S,BARRACUDA
056136T,FP101
056136U,TWIN STAR MSK-1
056136V,GEORGIAS SPECIAL
056136W,PROTOTYPE
056136X,CHUCKS AERO CUB
056136Y,TC-2
056136Z,INVADER MARK IIIB
0561370,P-1
0561371,PAZMANY PL1
0561372,CA65
0561373,CAVALIER SA 102.5
0561374,POLLIWAGEN
0561375,SPEZIO SPORT DAL-1
0561376,MONOPLANE
0561377,OFK-1
0561378,JONES DAVIS DA-2A
0561379,DELTA STAR
056137A,LJ-3
056137B,SKYLARK II
056137C,BARRACUDA
056137D,101
056137E,EXCALIBER
056137F,MOHAWK
056137G,RLU-1
056137H,BR1
056137I,FISHER FP-202 KOALA
056137J,MINK
056137K,SCEPTRE
056137L,MM-1-B
056137M,CW02
056137N,BOREDOM FIGHTER
056137O,SKYSTAR KITFOX MDL 5
056137P,NUWACO T-10
056137Q,SPEZIO SPORT
056137R,KING COBRA
056137S,MIKEN SPECIAL
056137T,LAZAIR
056137U,R-65-AIR-COMMAND
056137V,B1-RD
056137W,KING COBRA
056137X,AVID FLYER
056137Y,GP-4
056137Z,TEMAN/MONO-FLY
0561380,DAVIS DA-2A
0561381,ROGUE 102
0561382,DAVIS DA-2C
0561383,HATZ-VAN
0561384,SPEZIO DAL-1
0561385,PL-2
0561386,MODEL-E
0561387,ST-100
0561388,MODEL-A
0561389,CA-65A
056138A,LONGSTER III
056138B,B1-RD
056138C,DK-1
056138D,KING COBRA A
056138E,WOLF-SAMSON
056138F,KING COBRA
056138G,SUPER KOALA
056138H,LP-33
056138I,MINI-500 HELICOPTER
056138J,AVID FLYER I
056138K,FP 101
056138L,SPITFIRE II
056138M,AVID FLYER
056138N,KOLB FLYER
056138O,SMITH MINI PL DSA-1
056138P,J-4
056138Q,MARK 15
056138R,BARRACUDA
056138S,SKYCYCLE II
056138T,KING COBRA
056138U,AVID FLYER
056138V,STARFLIGHT DBL
056138W,KING COBRA
056138X,PARAPLANE PM 1
056138Y,ULTRASTAR
056138Z,C-10
0561390,DAVIS DA-2A
0561391,BARRACUDA J-2
0561392,DAVIS DA2A
0561393,JW-5 BARRACUDA
0561394,CAVALIER SA 102.5
0561395,VAN'S RV-4
0561396,CYGNET SF-2A
0561397,PAZMANY PL-2
0561398,MODEL A
0561399,SPEZIO TUHOLER
056139A,BOREDOM FIGHTER W-11
056139B,WESTAIR 204-T
056139C,FUN-AIR
056139D,TOPCAT
056139E,CAPTAIN II
056139F,ZAHORIK MX-2
056139G,R AND D SPECIAL
056139H,R-1
056139I,EUROPA MG
056139J,CENTERWING
056139K,MEYERS 145 REPLICA
056139L,CAMAIR C-2
056139M,S2-E
056139N,ZIMLEA ZL-1
056139O,ZENAIR CH701 STOL
056139P,MANTA FOXBAT
056139Q,PC-1
056139R,TC-2
056139S,HAWK-A
056139T,RAI
056139U,RV-4
056139V,STAR LITE
056139W,BLACK BIRD
056139X,POLLIWAGEN
056139Y,KING COBRA
056139Z,BLACK MAGIC
05613A0,YMF WACO
05613A1,TXF-1 THUNDERHAWK
05613A2,CAVALIER SA 102.5
05613A3,JT-SP
05613A4,CAVALIER SA102.5
05613A5,DAVIS DA-3
05613A6,DAVIS-DA2B
05613A7,MODEL-I
05613A8,STEWART S-51
05613A9,CAVALIER SA-102.5
05613AA,NCM
05613AB,WEBB-COBRA
05613AC,AVID FLYER
05613AD,MAXWELL-COBRA
05613AE,PA-12 SUPER CRUISER
05613AF,STARFLIGHT DBL
05613AG,KELLY-D
05613AH,MOHAWK
05613AI,DOMINATOR
05613AJ,WINDWAGON
05613AK,KING COBRA
05613AL,TURNER-MARTIN
05613AM,RS1-RS-2L
05613AN,CHALLENGER II
05613AO,RV-6
05613AP,KING COBRA
05613AQ,XP-S1
05613AR,MODEL L 1
05613AS,AVID FLYER
05613AT,AVID FLYER
05613AU,FP-101
05613AV,001TD
05613AW,CALYPSO
05613AX,CB-001-A
05613AY,GUMMY BEAR 1
05613AZ,AVID FLYER
05613B0,SKYSTAR VIXEN
05613B1,SONGBIRD
05613B2,BARRACUDA
05613B3,BARRACUDA
05613B4,C.P.750-BERYL
05613B5,BARRACUDA 300
05613B6,SUN-BIRD
05613B7,CAPTAIN-1
05613B8,PAZMANY PL-1
05613B9,DAVIS DA-2B
05613BA,AVID FLYER
05613BB,MODEL 1
05613BC,SINSKI SPECIAL
05613BD,AVID FLYER I
05613BE,KING COBRA
05613BF,GREGORY/VIP COBRA
05613BG,MAX I
05613BH,TIGER CUB 400
05613BI,FISHER 505
05613BJ,D-2
05613BK,POLLIWAGEN
05613BL,LM-1
05613BM,KING COBRA
05613BN,KOLB ULTRA-STAR
05613BO,VELOCITY 173RG
05613BP,83B
05613BQ,83BT
05613BR,PUFFIN
05613BS,LANCER
05613BT,AVID FLYER
05613BU,MOD 1
05613BV,C II
05613BW,BLOSSER VIP/COBRA
05613BX,HUMMEL BIRD-M
05613BY,SUPER KITTEN
05613BZ,MCHOLLAND XPA-11
05613C0,SEA REY
05613C1,CAVALIER 102.5
05613C2,EAGLE II
05613C3,EAGLE II
05613C4,SPEZIO SPORT
05613C5,BARRACUDA
05613C6,BARRACUDA
05613C7,CAVALIER
05613C8,NITE STAR
05613C9,BARRACUDA
05613CA,LD-1
05613CB,FP-101
05613CC,AVID FLYER
05613CD,J-3 KITTEN
05613CE,HCV-110
05613CF,KOSAN #39
05613CG,KOLB ULTRASTAR
05613CH,EM-60
05613CI,ZENITH CH 701
05613CJ,AVID FLYER
05613CK,BUM BEE
05613CL,THOMPSON BANTE
05613CM,CHALLENGER II
05613CN,AVID FLYER
05613CO,VELOCITY 173 RG
05613CP,DODGE COBRA II
05613CQ,AVID FLYER
05613CR,CLIP WING CUB
05613CS,AVID FLYER
05613CT,1-STOL
05613CU,STAR-LITE
05613CV,SPITFIRE
05613CW,CHRISTAVIA MK I
05613CX,FARM FLYER
05613CY,AVID FLYER
05613CZ,XF-1A
05613D0,VANS RV-8
05613D1,CA 65
05613D2,FIRE FLY 115
05613D3,MJ5 SIROCCO
05613D4,BERYL CP-750
05613D5,DAVIS DA2A
05613D6,BARRACUDA
05613D7,MEADOW LARK
05613D8,CAVALIER SA 102.5
05613D9,MJ5 SIROCCO-EAGLE
05613DA,CAVALIER 102.5
05613DB,AVID FLYER
05613DC,AVID FLYER
05613DD,AVID RED WOODY
05613DE,SEAWIND 3000 KIT PLN
05613DF,HELLCAT F6F5
05613DG,SPIRIT
05613DH,AVID FLYER
05613DI,CAPELLA
05613DJ,CELERITY
05613DK,FP101
05613DL,PHOENIX
05613DM,SR-1 HORNET
05613DN,MEADOW LARK
05613DO,CA6-WB
05613DP,F8L FALCO
05613DQ,MODEL 01
05613DR,AVID FLYER
05613DS,AF
05613DT,COZY
05613DU,EZ-T
05613DV,MODEL 1
05613DW,A-5
05613DX,AVID FLYER
05613DY,POLECAT
05613DZ,SNOOP II
05613E0,STITS PLAYMATE
05613E1,DAVIS DA2A
05613E2,PAZMANY PL-1
05613E3,DENNING EAGLE
05613E4,JURCA MJ-5 SIROCCO
05613E5,SPEZIO DAL-1
05613E6,SPEZIO SPORT
05613E7,PL-1
05613E8,JEFFAIR BARRACUDA
05613E9,DAVIS DA-2A
05613EA,ANGLIN J-3 SPECIAL
05613EB,KING COBRA
05613EC,SUPER X
05613ED,2503K
05613EE,AVID FLYER
05613EF,AVID FLYER
05613EG,AVID FLYER
05613EH,AVID FLYER
05613EI,RV6A
05613EJ,FURY 2
05613EK,AVID FLYER
05613EL,WW-1
05613EM,STARLIGHT XC2000
05613EN,STILETTO
05613EO,AVID MARK IV
05613EP,NITEJAR MK1
05613EQ,TEMPLE SPORTSMAN
05613ER,JB-1
05613ES,DBL 1000
05613ET,AVID FLYER
05613EU,400
05613EV,AVID FLYER
05613EW,SUN DEVIL
05613EX,SCHAPEL SA-882
05613EY,AVID FLYER
05613EZ,NIGHT HAWK SPECIAL
05613F0,PRO-500T
05613F1,MYSTERY SHIP 2
05613F2,SUPER CUBY
05613F3,PARAFOIL FLYER
05613F4,VAN RV-6
05613F5,CAVALIER SA 102 5
05613F6,S2
05613F7,SPEZIO SPORT DAL-1
05613F8,SPEZIO SPORT B-W
05613F9,CVJETKOVIC CA-65
05613FA,SMOKOVITZ-SPORT
05613FB,HUMMEL BIRD
05613FC,CUSHING 4
05613FD,SILHOUETTE
05613FE,FANTASY
05613FF,HOLT-XP
05613FG,AVID FLYER
05613FH,BEARCAT
05613FI,DOMINATOR
05613FJ,XC2000T
05613FK,CHALLENGER 2
05613FL,WESTEN 101
05613FM,83B
05613FN,RK-1
05613FO,SKYBOLT
05613FP,JUDE-FISHER FP101
05613FQ,2-150
05613FR,AVID FLYER
05613FS,RK-1
05613FT,SHADOW 503
05613FU,BOREDOM FIGHTER
05613FV,AFCA
05613FW,KELLY-DBL
05613FX,GEM 260
05613FY,SKY-CRUISER I
05613FZ,GNAT
05613G0,VANS RV-8
05613G1,SPEZIO SPORT DAL-1
05613G2,SPEZIO-TWOHOLER
05613G3,POLLIWAGEN
05613G4,BARRACUDA
05613G5,DEVIOUS
05613G6,MODEL A
05613G7,ONE
05613G8,DAVIS-DA-2-A
05613G9,SIROCCO MJ-5
05613GA,BEARCAT
05613GB,SKY-CRUISER II
05613GC,FS-21000
05613GD,WACO II
05613GE,FP-101
05613GF,N-3 PUP
05613GG,B1-RD
05613GH,COZY
05613GI,VANS RV-8
05613GJ,AVID FLYER
05613GK,AVID FLYER
05613GL,AVID FLYER
05613GM,AVID FLYER
05613GN,AVID FLYER
05613GO,VANS ACFT RV-8
05613GP,FP 101
05613GQ,AVID FLYER
05613GR,AVID FLYER
05613GS,PEARSON T
05613GT,AVID FLYER
05613GU,STARSHIP ALPHA
05613GV,DAVIS T-33
05613GW,G-802 ORION
05613GX,AVID FLYER
05613GY,POLLIWAGEN
05613GZ,PREDATOR 480
05613H0,ZENAIR CH 701 STOL
05613H1,CAVALIER 102.5
05613H2,PL-2
05613H3,BARRACUDA
05613H4,RV-4
05613H5,SEQUOIA 300
05613H6,BARRACUDA
05613H7,BARRACUDA
05613H8,BARRACUDA
05613H9,SPEZIO SPORT DAL-1
05613HA,AVID FLYER
05613HB,POLE CAT A-1
05613HC,STAMPE SV4C
05613HD,TX-1000
05613HE,1984
05613HF,AVID FLYER
05613HG,FIESTA
05613HH,SKYSCOOTER
05613HI,CHALLENGER II
05613HJ,TURKEY RED
05613HK,STAR-LITE
05613HL,B1-RD
05613HM,AEROPLANE XP-2
05613HN,AVID FLYER
05613HO,DAKOTA HAWK DH17
05613HP,AVID FLYER
05613HQ,STARFLIGHT DBL
05613HR,ANGLIN SPECIAL
05613HS,MODEL 1
05613HT,103
05613HU,KING COBRA
05613HV,B1-RD AB
05613HW,AVID FLYER
05613HX,TJ-2
05613HY,CDC
05613HZ,AVID FLYER
05613I0,YOUNGSTER
05613I1,COZY MARK IV
05613I2,RS-3
05613I3,SLPSTRM REVELATION
05613I4,FORMULA GT
05613I5,HP-14
05613I6,B1-PW-5
05613I7,GRAY-SPECIAL
05613I8,LANCAIR IV-P
05613I9,EV-97 EUROSTAR
05613IA,QCKSLVR SPORT 2S
05613IB,KITFOX MOD 3
05613IC,RAF 2000 GTX SE
05613ID,RV-8
05613IE,JB CUB
05613IF,RV-6
05613IG,BRAGG SPECIAL
05613IH,LONG 2000
05613II,JR 400 BOSS EAGLE
05613IJ,TWIN STAR
05613IK,SONEX
05613IL,WACO TAPERWING ATO
05613IM,TAA-1
05613IN,VANS RV-8A
05613IO,RV-6
05613IP,CHALLENGER II
05613IQ,CHALLENGER 2
05613IR,S7 912S
05613IS,ZODIAC CH 601 HDS
05613IT,EUROPA XS MONOWHEEL
05613IU,LANCAIR IV-P
05613IV,CH-2
05613IW,LANCAIR 360 XR
05613IX,VANS ACFT RV-9A
05613IY,VANS RV8
05613IZ,RV-8
05613J0,KITFOX SERIES 5
05613J1,MYNAH BIRD
05613J2,PAZMANY PL2
05613J3,SPEZIO DAL-1
05613J4,SPEZIO SPORT DAL-1
05613J5,HUMMING BIRD
05613J6,CVJETKOVIC CA-65
05613J7,BARRACUDA
05613J8,SPEZIO SPORT
05613J9,TAYLORCRAFT GJ
05613JA,WINDY TWO
05613JB,MOHAWK
05613JC,HK
05613JD,LE61
05613JE,AVID FLYER AF-1
05613JF,KOLB ULTRASTAR
05613JG,WT2S CHINOOK
05613JH,JS 201
05613JI,EV-97 EUROSTAR
05613JJ,FP-101
05613JK,HANEY BUILT
05613JL,L-A-43
05613JM,AVID FLYER
05613JN,DER KRICKET DK-1
05613JO,LANCAIR IV
05613JP,RS-550TWO
05613JQ,BEAVER RX-550
05613JR,280
05613JS,M
05613JT,W-2
05613JU,STA
05613JV,AVID FLYER
05613JW,B1-RD
05613JX,WHITAKER CENTERWING
05613JY,REEVES SPECIAL
05613JZ,AVID FLYER
05613K0,SUPER CUB EX
05613K1,BARRACUDA
05613K2,BARRACUDA
05613K3,BARRACUDA
05613K4,CAVALIER SA102.5
05613K5,STARBIRD-I
05613K6,SMARAGD
05613K7,POLLIWAGEN
05613K8,81-2-LR
05613K9,MJ-5 SIROCCO
05613KA,SINGLE
05613KB,TIGER CUB
05613KC,PALERMO SPECIAL J
05613KD,J-3 KITTEN
05613KE,AVID FLYER
05613KF,AVID FLYER
05613KG,AVID FLYER
05613KH,PEGASUS 2
05613KI,DK1
05613KJ,SKY-SCOOTER
05613KK,SPARROW HAWK MK II
05613KL,POLLIWAGEN
05613KM,MEADOWLARK
05613KN,AVID FLYER
05613KO,SPARROW
05613KP,AVID FLYER
05613KQ,F85P-1
05613KR,KELLY-D
05613KS,PUSHER
05613KT,GR-2
05613KU,AVID FLYER
05613KV,FIREFLY
05613KW,JOHNSON CABIN AERO
05613KX,DIAMOND
05613KY,AVID FLYER
05613KZ,AVID FLYER
05613L0,HELI-SPORT CH-7
05613L1,RV-4
05613L2,RV-4
05613L3,PL-1B
05613L4,DAL-1
05613L5,100D2
05613L6,POLLIWAGEN
05613L7,RV-4
05613L8,DAVIS DA-2A
05613L9,Z-1
05613LA,MALER-CHINOOK
05613LB,HORNET
05613LC,FP-101
05613LD,AVID FLYER
05613LE,ULTRA I
05613LF,WYP-1
05613LG,AVID FLYER
05613LH,AVID FLYER
05613LI,AIR CAM TWN
05613LJ,CAVALIER SA102.5
05613LK,CLOUD CUTTER
05613LL,J-CRAFT
05613LM,AVID FLYER
05613LN,FOLDWING 1
05613LO,SKYRAIDER II
05613LP,XC2000
05613LQ,AVID FLYER
05613LR,DR-503
05613LS,D-2000
05613LT,FI-156-C1
05613LU,AVID FLYER AF-JC1
05613LV,SEAHAWK
05613LW,WINDRIDER SUPER SPT
05613LX,EA 230
05613LY,BEACHY BREEZER II
05613LZ,KITFOX
05613M0,AERO-L39ZO
05613M1,SKY HIKER
05613M2,R1
05613M3,RV-4
05613M4,POLLIWAGON
05613M5,RV-4
05613M6,KELLY D
05613M7,RV-4
05613M8,CAVALIER SA 102.5
05613M9,PAZMANY PL-4A
05613MA,F.8L FALCO
05613MB,BARRACUDA
05613MC,DA4-B
05613MD,VCA-3
05613ME,FP-101
05613MF,RANS S-7
05613MG,AVID FLYER
05613MH,BEAST OF EAST
05613MI,B-2
05613MJ,CA-65
05613MK,AVID FLYER AF1
05613ML,MOHAWK
05613MM,COZY
05613MN,KITFOX
05613MO,AVENTURA II
05613MP,SUPER PROSPECTOR
05613MQ,SKYRAIDER SS
05613MR,B1-RD
05613MS,CHINOOK WT II
05613MT,WHATLEY HONEYBEAR
05613MU,AVID FLYER
05613MV,SILHOUETTE SA-60
05613MW,SILHOUETTE SA-60
05613MX,KITFOX
05613MY,AVID FLYER
05613MZ,CHALLENGER II
05613N0,CGS HAWK
05613N1,RV-4
05613N2,CAVALIER SA 105
05613N3,HAWK
05613N4,POLLIWAGEN
05613N5,WELLS SPECIAL
05613N6,POLLIWAGEN
05613N7,VCA
05613N8,MSB 1
05613N9,VIPER
05613NA,NOSTALGAIR N-3 PUP
05613NB,J6 KARATOO
05613NC,KING COBRA
05613ND,HARVARD MK IV
05613NE,SS-Z
05613NF,U.F.O. 1
05613NG,AVID FLYER
05613NH,MIRAGE TUTOR
05613NI,ZENAIR STOL 701
05613NJ,BARRACUDA
05613NK,N3-PUP
05613NL,BARRACUDA
05613NM,SIERRA STARSHIP
05613NN,S LUCKE S2L
05613NO,STARDUSTER STARLET
05613NP,KING COBRA
05613NQ,AVID FLYER
05613NR,KING COBRA
05613NS,UNFLYER II
05613NT,NOSTALGAIR N-3 PUP
05613NU,AVID FLYER
05613NV,PARASOL JUNIOR
05613NW,NOSTALGAIR N3-PUP
05613NX,AVID FLYER
05613NY,KRISTEN FLYER
05613NZ,BCA-2
05613O0,VELOX REV 2
05613O1,RV-9A
05613O2,VANS RV8A
05613O3,VANS RV-6A
05613O4,VANS ACFT RV3
05613O5,MORGAN RV6
05613O6,RAF 2000
05613O7,CHALLENGER II
05613O8,LANCAIR IV-P
05613O9,STOL CH801
05613OA,CHALLENGER II
05613OB,JODEL - F11-A
05613OC,VANS ACFT RV-8
05613OD,MINI-MAX
05613OE,RV6A
05613OF,WITTMAN W-10
05613OG,BEAR CUB EX
05613OH,VANS RV9A
05613OI,SKY 105-24
05613OJ,COOT
05613OK,TINKER TOY II
05613OL,DART SPECIAL J-3
05613OM,AVENTURA II
05613ON,KITFOX SAFARI SER 5
05613OO,GLASTAR
05613OP,REVOLUTION MINI 500
05613OQ,GLASS GOOSE
05613OR,KOLB SPORT 600
05613OS,FLTSTAR II SC
05613OT,EXPLORER
05613OU,RV-6A
05613OV,RV-8
05613OW,FUREY-RV6A
05613OX,HARMON ROCKET II
05613OY,CHALLENGER II
05613OZ,KR-2
05613P0,WAG-A-BOND
05613P1,HM-001
05613P2,POLLIWAGEN
05613P3,DAVIS D-1S
05613P4,MOORE SS-3
05613P5,G.N.I.
05613P6,BARACUDA
05613P7,MM 1
05613P8,SCORCHY
05613P9,MARQUART CHARGER MA5
05613PA,JAYHAWK
05613PB,DEFIANT
05613PC,SEQUOIA
05613PD,CJ2V
05613PE,SCEPTRE I
05613PF,DRX-103B
05613PG,AVID FLYER
05613PH,SURF SCOOTER
05613PI,MUSTANG II RG
05613PJ,KELLY-280XC
05613PK,TITAN
05613PL,CHALLENGER II
05613PM,KITFOX
05613PN,AVID FLYER
05613PO,RAI 001
05613PP,JCG-1
05613PQ,AVID FLYER
05613PR,NOSTALGAIR N-3 PUP
05613PS,BURD I
05613PT,CH250
05613PU,AVID FLYER
05613PV,INTERSTATE S1B4
05613PW,TWINSTAR MSK-2
05613PX,SHARKFIRE
05613PY,CHALLENGER II
05613PZ,BEARCAT MW
05613Q0,RV-4
05613Q1,KAMMERMAN ARTIC TERN
05613Q2,FOUR HUNDRED
05613Q3,BANDIT 1
05613Q4,READ MINI-JINI
05613Q5,MARVEL
05613Q6,SUPER CUB
05613Q7,SKYBABY
05613Q8,CJ 1R
05613Q9,KELEHER LARK KR1B
05613QA,AVID FLYER
05613QB,AVID FLYER
05613QC,AVID FLYER
05613QD,J-3 KITTEN
05613QE,N DUNBAR/VARIEZE
05613QF,AVID FLYER
05613QG,A4D-2
05613QH,MAUZY PAC 2 POLM
05613QI,RAG WING SPECIAL
05613QJ,SEAHAWK
05613QK,BARRACUDA
05613QL,MIGNET 360
05613QM,VORTA I
05613QN,KOLB FIRESTAR AK-1
05613QO,HATZ
05613QP,AVID FLYER
05613QQ,SEAHAWK
05613QR,XP503
05613QS,KOLB TWINSTAR
05613QT,AVID FLYER
05613QU,SKYFLY CA65
05613QV,N3-PUP
05613QW,AVID FLYER
05613QX,CHALLENGER
05613QY,SPARROW HAWK MKII
05613QZ,SILHOUETTE
05613R0,RANS S-12 XL AIRAILE
05613R1,MINI CUB
05613R2,FW3
05613R3,BARRACUDA
05613R4,PHANTALE
05613R5,STOLWING JS2
05613R6,VORTEX
05613R7,P-CRAFT
05613R8,CO-Z
05613R9,CAVALIER
05613RA,KITFOX MODEL 1
05613RB,FISHER 1985
05613RC,CHALLENGER
05613RD,BEAVER RX550
05613RE,KITFOX
05613RF,AVID FLYER
05613RG,CHALLENGER II
05613RH,AVID FLYER
05613RI,SUPER RV8
05613RJ,MR EASY
05613RK,AVID FLYER
05613RL,POLLIWAGEN
05613RM,SKEETER
05613RN,COZY
05613RO,F-1 ROCKET
05613RP,VELOCITY
05613RQ,J-3 KITTEN
05613RR,BARRACUDA
05613RS,FALCO F.8L
05613RT,SUPER KOALA
05613RU,AVID FLYER
05613RV,LEADERS AM-JB1
05613RW,VOYAGER 76
05613RX,STARBRIGHT
05613RY,WS2
05613RZ,BA-II
05613S0,STEEN SKYBOLT
05613S1,POLLIWAGON
05613S2,P-CRAFT
05613S3,DAVIS DA2B
05613S4,SONEX
05613S5,ROTORWAY EXEC 162F
05613S6,SS-35-BA
05613S7,CHLNGR II CLIP WG SP
05613S8,DAPHNE SD-1A
05613S9,VARI-EZ
05613SA,MODEL 1
05613SB,N3 PUP
05613SC,GLASAIR III
05613SD,KOLB TWINSTAR
05613SE,AVID FLYER
05613SF,COYOTE
05613SG,KOLB TWINSTAR
05613SH,SB-1
05613SI,CHALLENGER II
05613SJ,AERO HOPPER
05613SK,AVID FLYER
05613SL,CHALLENGER
05613SM,AVID FLYER
05613SN,FREE SPIRIT 412
05613SO,RANS S-12XL AIRAILE
05613SP,AVID FLYER
05613SQ,BEAVER RX-550
05613SR,KOLB TWINSTAR TSP-1
05613SS,BEAVER RX-550
05613ST,SHADOW
05613SU,PERIGEE
05613SV,KITFOX
05613SW,N-3-PUP
05613SX,CHALLENGER
05613SY,HOMEBUILT
05613SZ,STAR-LITE
05613T0,RAF 2000 GTX
05613T1,75 GEMINI
